"Record Length",100002,"Points",0.0001452,0.986667
"Sample Interval",1e-009,s,0.000145201,0.986667
"Trigger Point",-145199,"Samples",0.000145202,0.986667
"Trigger Time",-0.99999,s,0.000145203,1.00333
,,,0.000145204,1.00333
"Horizontal Offset",0.0001452,s,0.000145205,1.02
,,,0.000145206,1.02
,,,0.000145207,1.02
,,,0.000145208,1.02
,,,0.000145209,1.02
,,,0.00014521,1.00333
,,,0.000145211,1.00333
,,,0.000145212,1.00333
,,,0.000145213,1.00333
,,,0.000145214,1.00333
,,,0.000145215,1.00333
,,,0.000145216,1.00333
,,,0.000145217,1.00333
,,,0.000145218,1.00333
,,,0.000145219,1.00333
,,,0.00014522,0.986667
,,,0.000145221,0.986667
,,,0.000145222,0.986667
,,,0.000145223,0.986667
,,,0.000145224,0.97
,,,0.000145225,0.986667
,,,0.000145226,0.986667
,,,0.000145227,0.97
,,,0.000145228,0.97
,,,0.000145229,0.97
,,,0.00014523,0.97
,,,0.000145231,0.97
,,,0.000145232,0.97
,,,0.000145233,0.953333
,,,0.000145234,0.97
,,,0.000145235,0.97
,,,0.000145236,0.97
,,,0.000145237,0.97
,,,0.000145238,0.97
,,,0.000145239,0.97
,,,0.00014524,0.97
,,,0.000145241,0.97
,,,0.000145242,0.97
,,,0.000145243,0.97
,,,0.000145244,0.97
,,,0.000145245,0.97
,,,0.000145246,0.97
,,,0.000145247,0.97
,,,0.000145248,0.97
,,,0.000145249,0.97
,,,0.00014525,0.97
,,,0.000145251,0.97
,,,0.000145252,0.97
,,,0.000145253,0.953333
,,,0.000145254,0.953333
,,,0.000145255,0.953333
,,,0.000145256,0.953333
,,,0.000145257,0.953333
,,,0.000145258,0.953333
,,,0.000145259,0.953333
,,,0.00014526,0.97
,,,0.000145261,0.903333
,,,0.000145262,0.82
,,,0.000145263,0.82
,,,0.000145264,0.87
,,,0.000145265,0.87
,,,0.000145266,0.853333
,,,0.000145267,0.853333
,,,0.000145268,0.853333
,,,0.000145269,0.87
,,,0.00014527,0.886667
,,,0.000145271,0.903333
,,,0.000145272,0.87
,,,0.000145273,0.853333
,,,0.000145274,0.87
,,,0.000145275,0.886667
,,,0.000145276,0.886667
,,,0.000145277,0.903333
,,,0.000145278,0.936667
,,,0.000145279,0.953333
,,,0.00014528,0.97
,,,0.000145281,1.02
,,,0.000145282,1.02
,,,0.000145283,1.00333
,,,0.000145284,0.986667
,,,0.000145285,0.97
,,,0.000145286,0.97
,,,0.000145287,0.953333
,,,0.000145288,0.953333
,,,0.000145289,0.953333
,,,0.00014529,0.92
,,,0.000145291,0.92
,,,0.000145292,0.903333
,,,0.000145293,0.886667
,,,0.000145294,0.886667
,,,0.000145295,0.87
,,,0.000145296,0.87
,,,0.000145297,0.87
,,,0.000145298,0.886667
,,,0.000145299,0.886667
,,,0.0001453,0.903333
,,,0.000145301,0.903333
,,,0.000145302,0.903333
,,,0.000145303,0.903333
,,,0.000145304,0.903333
,,,0.000145305,0.92
,,,0.000145306,0.92
,,,0.000145307,0.92
,,,0.000145308,0.92
,,,0.000145309,0.92
,,,0.00014531,0.92
,,,0.000145311,0.92
,,,0.000145312,0.903333
,,,0.000145313,0.886667
,,,0.000145314,0.886667
,,,0.000145315,0.87
,,,0.000145316,0.87
,,,0.000145317,0.87
,,,0.000145318,0.87
,,,0.000145319,0.87
,,,0.00014532,0.87
,,,0.000145321,0.87
,,,0.000145322,0.87
,,,0.000145323,0.886667
,,,0.000145324,0.886667
,,,0.000145325,0.886667
,,,0.000145326,0.903333
,,,0.000145327,0.903333
,,,0.000145328,0.903333
,,,0.000145329,0.92
,,,0.00014533,0.92
,,,0.000145331,0.936667
,,,0.000145332,0.936667
,,,0.000145333,0.936667
,,,0.000145334,0.936667
,,,0.000145335,0.936667
,,,0.000145336,0.936667
,,,0.000145337,0.92
,,,0.000145338,0.92
,,,0.000145339,0.92
,,,0.00014534,0.92
,,,0.000145341,0.903333
